V1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	annotation
isogroup2605	43.0341543455204	5.8396947073069	1.21835349295962	22.7838202748624	1.81285524197893e-06	0.0201324847776465	Ca2+-dependent lipid-binding protein CLB1/vesicle protein vp115/Granuphilin A, contains C2 domain ; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154] E=4e-16
isogroup26272	3.90821882213732	-18.4720305271934	5.96518514336513	11.3542448257035	0.000752757230294558	0.0989703647653199	NA
isogroup26508	10.531618512972	12.4462606340441	3.10674394785459	15.8705778074735	6.78249909810669e-05	0.0442824283906807	Major epididymal secretory protein HE1 ; Niemann-Pick C2 protein E=7e-63
isogroup26584	27.7175521344064	-9.43088383324899	2.85551537715682	11.7459630960065	0.000609753480074597	0.0942239742112478	mannose receptor, C type E=4e-13
isogroup26848	22.9933199181246	-9.13243606418889	2.71031390906443	11.4719034271283	0.000706562768378463	0.0952723880622438	NA
isogroup27159	8.90346081174748	12.130106672077	3.51835185194463	12.6543257314874	0.000374697706739565	0.0790069121065788	Dynein light chain ; dynein light chain Tctex-type 1 E=2e-73
isogroup27170	12.9403432758026	-9.73816688943551	2.85981751324914	12.2591652558692	0.00046297856651111	0.0863963352650636	NA
isogroup27179	5.02635944163618	30.7339434763107	9.60014964847363	11.2942000982791	0.000777495917879302	0.0989703647653199	NA
isogroup27563	17.0969374573177	-8.3450755427307	2.22433790085721	14.3869687067936	0.000148828694831103	0.0546124949863994	Ca2+-binding protein, EF-Hand protein superfamily ; calcium-binding protein CML E=5e-42
isogroup27669	11.4640531180877	8.78260704523145	2.31889034895974	14.3383773838058	0.000152719582135098	0.0546124949863994	NA
isogroup28076	38.4074663983402	-39.0578256944567	8.8388086343519	16.5259902779449	4.79877658989134e-05	0.0401942168094999	NA
isogroup29126	3.75304797111907	13.1623782460745	3.80762202960504	11.7248159025315	0.000616721494016242	0.0942239742112478	NA
isogroup30696	168.784863821251	-20.0033945373807	4.68371702887497	15.6060837519868	7.80032152074814e-05	0.0442824283906807	NA
isogroup3113	3.68989507079916	15.4835438803905	4.5484308788237	13.9220880831578	0.000190546065995493	0.0602664068297485	Ras GTPase-activating protein ; Ras GTPase-activating protein 3 E=4e-44
isogroup31390	17.9851976595109	10.2447768905373	2.22634190870283	20.6425952617692	5.53508413709436e-06	0.0201324847776465	SCF ubiquitin ligase, Rbx1 component
isogroup3157	12.9620443527102	-10.2078712657039	2.916925294021	13.0099098298861	0.000309846861426312	0.0760140883373734	Vesicle coat complex COPI, beta subunit ; AP-2 complex subunit beta-1 E=2e-10
isogroup3209	27.6793429596501	5.63791853192853	1.62515508828528	11.7779121688483	0.000599376712549949	0.093767008504185	NA
isogroup32140	6.67174057429087	21.2172094170629	5.11862583731986	18.1763117709154	2.01367940137641e-05	0.0266336560096595	NA
isogroup32537	32.2195034233393	8.56201843046341	2.36292434402028	12.6762957263182	0.000370320496720197	0.0790069121065788	NA
isogroup34065	25.6349062442538	-31.9959105233396	7.81403233813204	15.5788330227527	7.9135551457674e-05	0.0442824283906807	NA
isogroup3425	31.0067201519643	-30.2433772836916	7.00988619931714	19.100560745968	1.24008446693715e-05	0.0230134243112845	NA
isogroup3428	2.99971569904147	-21.2652672978205	4.95029574604744	19.1557688253098	1.20472846185606e-05	0.0230134243112845	Ficolin and related extracellular proteins ; vascular cell adhesion molecule 1 E=5e-127
isogroup34459	5.9044357824139	-21.8956781316719	5.68973665417522	16.8801304380752	3.98162059728607e-05	0.0386190653799434	NA
isogroup34988	30.0878382996173	10.4251904782142	3.08802963201583	11.8381422888476	0.000580296898786067	0.0925539766221017	NA
isogroup36348	5.73768392557144	16.8540793455099	4.78593811071256	11.6878350790502	0.000629100547606786	0.0942239742112478	NA
isogroup3692	28.6032157528848	-24.5859635211995	6.55794568500404	11.1964592138349	0.000819535641773703	0.0989703647653199	Collagens (type IV and type XIII), and related proteins ; discoidin domain receptor family member 1 [EC:2.7.10.1] E=5e-122
isogroup38324	3.55408311415046	18.243849098277	4.54053308138779	17.9643553825345	2.25080475389788e-05	0.0272891319703836	NA
isogroup38336	6.02802899528035	12.9112269691749	3.65002760734036	12.8754528282533	0.000332920160911107	0.0790069121065788	NA
isogroup39396	3.50003160199996	-32.5672631724012	7.59426182199802	17.7112987836544	2.57094972805108e-05	0.0287728827641655	NA
isogroup3940	30.8667600846821	-9.40782782925425	2.5584237719137	14.3041144598803	0.000155524571234306	0.0546124949863994	Vacuolar assembly/sorting protein VPS9
isogroup3979	24.1185390801005	-18.0933653886567	5.10568087501368	14.4938404056448	0.000140618590817491	0.0546124949863994	Zn-finger protein ; ring finger and CHY zinc finger domain-containing protein 1 E=1e-123
isogroup4036	8.79015033285834	16.5053079895001	4.13852913654666	15.7253291936359	7.32368727185452e-05	0.0442824283906807	Collagens (type IV and type XIII), and related proteins ; collagen, type VI, alpha E=4e-154
isogroup40961	6.41273975848324	-13.5918590663073	3.91527613856333	13.5804751501283	0.000228550376190699	0.0665575746379213	NA
isogroup41313	3.70491993936145	15.4398526077049	4.45613123068846	11.9991534960836	0.000532247207612335	0.091314341021789	NA
isogroup4193	14.216075054818	-19.5842471459031	5.15111380595231	15.4275504983055	8.57292810274972e-05	0.0461953818395947	cAMP-dependent protein kinase types I and II, regulatory subunit ; protein kinase, cGMP-dependent [EC:2.7.11.12] E=6e-22
isogroup42260	22.342511038628	-14.6558965376985	4.31639237827097	11.8222807739252	0.000585261244706396	0.0925539766221017	NA
isogroup4248	47.6683419182376	-11.0391749351752	3.063113136768	14.2342161883797	0.000161408844897599	0.0546124949863994	FOG: Low-complexity
isogroup4394	56.207908140066	3.38402212189873	1.0127690928492	11.2147117019796	0.000811514157958668	0.0989703647653199	Predicted RNA-binding protein, contains SWAP and G-patch domains
isogroup45459	3.45370910813359	15.8123885375016	4.63133661573045	12.2157378677876	0.000473880650833452	0.0863963352650636	NA
isogroup4560	30.3575572027086	5.08047216175298	1.51807236210344	11.1997599588699	0.000818079139568193	0.0989703647653199	Ran-binding protein RANBP1 and related RanBD domain proteins ; E3 SUMO-protein ligase RanBP2 E=1e-34
isogroup46434	8.28644744836623	-31.7331077488793	8.19087520690983	15.149221135366	9.93392834924798e-05	0.0486407946415834	NA
isogroup481	29.4989760850704	-7.72986946984097	2.31838039537074	11.389828945952	0.000738473303887088	0.098569248607828	Dual-specificity tyrosine-phosphorylation regulated kinase ; dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [EC:2.7.12.1] E=2e-60
isogroup5091	9.56502614349593	-17.8748353504607	5.00516692820502	13.7127353455429	0.000213005178909553	0.0645627572490643	NA
isogroup541	68.2438016119725	-9.8763537336991	2.66399279845252	13.5053415462884	0.000237885344777779	0.0665575746379213	Na+-independent Cl/HCO3 exchanger AE1 and related transporters (SLC4 family) ; solute carrier family 4 (sodium bicarbonate cotransporter), member 4 E=1e-179
isogroup5635	21.2818199958916	-9.44473604858256	2.77880525724718	12.6063618881793	0.000384436034681292	0.0799022838368302	NA
isogroup5792	274.426585880868	-27.3429996072356	7.05485256859972	12.1424155952996	0.000492878948862484	0.0863963352650636	Disintegrin metalloproteinases with thrombospondin repeats ; a disintegrin and metalloproteinase with thrombospondin motifs 16 [EC:3.4.24.-] E=3e-176
isogroup5905	16.4278249722692	-25.7712557730118	7.05497211872796	12.7300051321575	0.000359835556142811	0.0790069121065788	NA
isogroup6098	4.11029342966458	-34.4077400835219	8.56824912355459	15.9479820838763	6.51071481026567e-05	0.0442824283906807	TNF receptor-associated factor ; TNF receptor-associated factor 2 E=4e-90
isogroup6176	4.25073193185416	-15.4994808200299	3.93684193597148	16.6209186649342	4.5644800545711e-05	0.0401942168094999	Predicted E3 ubiquitin ligase ; E3 ubiquitin-protein ligase SH3RF1 [EC:6.3.2.19] E=8e-07
isogroup6301	12.9324043889696	-9.82549183453533	2.9791402263115	11.2713271192531	0.000787134361407087	0.0989703647653199	NA
isogroup6382	20.6321297249757	10.7342404051861	2.79165941282164	15.0619845587678	0.000104037565770049	0.0486407946415834	Uncharacterized conserved protein, contains TPR repeats
isogroup6420	12.95109347383	-16.5557286379639	3.80372153099156	18.8372319357263	1.42360862465847e-05	0.0230134243112845	Mitochondrial carrier protein MRS3/4 ; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10 E=2e-17
isogroup6582	6.1495713829813	-19.1104681862507	5.40152479946394	12.1710970430638	0.000485357515790998	0.0863963352650636	NA
isogroup667	3.12993088248071	-19.7556645877047	4.73477247476576	18.8758839511506	1.39505186008238e-05	0.0230134243112845	Amino acid transporters ; solute carrier family 12 (sodium/potassium/chloride transporter), member 2 E=5e-166
isogroup6908	29.9733410788085	-17.6393283541275	5.15530606099257	11.5968568243453	0.000660633803872156	0.0949095078241994	Signal transduction protein Enabled, contains WH1 domain ; sprouty E=1e-127
isogroup7272	6.64657218171992	-11.3699720542016	3.52370589098288	11.1883860697166	0.000823109089051048	0.0989703647653199	NA
isogroup7606	9.29995480159582	-19.0167772488412	6.12665741513919	11.2417179080543	0.000799790952219554	0.0989703647653199	Protein phosphatase, regulatory subunit PPP1R3C/D ; protein phosphatase 1, regulatory (inhibitor) subunit 3 E=1e-138
isogroup7637	19.2326772772528	7.66842641805665	2.23947847906032	11.994813525693	0.000533488142611318	0.091314341021789	Predicted RNA-binding protein ; plasminogen activator inhibitor 1 RNA-binding protein E=2e-72
isogroup7969	3.62032526681075	14.1550271242349	3.90398110089748	14.0318154015856	0.000179743543287802	0.0581130846954274	Caspase, apoptotic cysteine protease ; caspase 7 [EC:3.4.22.60] E=1e-150
isogroup8109	35.3968668321282	-13.2453502011414	3.58845917816711	12.8473400650179	0.00033795930737208	0.0790069121065788	IK cytokine down-regulator of HLA class II
isogroup8199	13.0753104692871	-11.5963870612154	3.14013811379094	13.3999634986378	0.000251629194836534	0.0675387529992469	Ficolin and related extracellular proteins ; ficolin E=8e-145
isogroup8436	4.34148901717445	-19.0366055110629	5.64546565914219	11.2122967947696	0.00081257087414734	0.0989703647653199	Predicted G-alpha GTPase interaction protein, contains GoLoco domain ; superkiller protein 3 E=6e-33
isogroup8520	51.2584175926511	7.11719599962816	1.82483748752276	15.0092820932316	0.000106983670941691	0.0486407946415834	NA
isogroup8709	10.420334013735	19.8875707778695	4.73918691191936	18.966313487613	1.33046799595282e-05	0.0230134243112845	NA
isogroup8786	27.1591648378612	-20.5209006423057	5.50390532593686	14.9013850422479	0.000113279784914256	0.0486792762957564	Regulatory protein MLP and related LIM proteins ; cysteine and glycine-rich protein E=4e-107
isogroup9102	5.26188513007606	-25.7376566919577	8.29731546642595	13.0125389377264	0.000309412143105889	0.0760140883373734	NA
isogroup9149	7.4946612625613	9.17438131954836	2.71117364663296	11.4701621549059	0.000707225095245194	0.0952723880622438	Aromatic amino acid aminotransferase and related proteins ; aspartate aminotransferase [EC:2.6.1.1] E=4e-06
isogroup931	52.184349860752	-14.7488287132527	4.182714521296	11.8948416471073	0.000562896133528741	0.0921853536595117	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases ; neural cell adhesion molecule E=6e-154
isogroup9409	14.3358682106096	6.99905640188018	1.97428544618928	12.2698669476376	0.000460331090247923	0.0863963352650636	Uncharacterized conserved protein
isogroup9485	69.000845376564	-19.5169310398955	5.11464617291992	14.719016073612	0.000124781409017134	0.0518698491368652	Rhodanese-related sulfurtransferase
isogroup9522	3.05559128810427	-17.6497722396101	4.90233092762396	14.0417986132413	0.000178791859242144	0.0581130846954274	Uncharacterized conserved protein, contains DM10 domain
isogroup9623	24.1326824679381	-11.8818583572269	3.77241865037022	11.2580339737366	0.000792791346626296	0.0989703647653199	NA
isogroup9650	11.6519593039679	10.4943721442366	3.0985293582481	11.6684170258269	0.000635700766778379	0.0942239742112478	NA
isogroup9777	51.2728715957372	27.8532336049158	7.98100883736456	11.8551796188402	0.000575011893284809	0.0925539766221017	NA
